 ,Area,Mean,Min,Max
998,225,255,255,255
999,50,255,255,255
1000,22550,255,255,255
1001,25,255,255,255
1002,25,255,255,255
1003,2925,255,255,255
1004,25,255,255,255
1005,75,255,255,255
1006,25,255,255,255
1007,150,255,255,255
1008,50,255,255,255
1009,625,255,255,255
1010,675,255,255,255
1011,350,255,255,255
1012,2100,255,255,255
1013,75,255,255,255
1014,300,255,255,255
1015,25,255,255,255
1016,300,255,255,255
1017,25,255,255,255
1018,7450,255,255,255
1019,25,255,255,255
1020,700,255,255,255
1021,175,255,255,255
1022,25,255,255,255
1023,2525,255,255,255
1024,50,255,255,255
1025,11275,255,255,255
1026,25,255,255,255
1027,25,255,255,255
1028,25,255,255,255
1029,25,255,255,255
1030,825,255,255,255
1031,50,255,255,255
1032,50,255,255,255
1033,50,255,255,255
1034,150,255,255,255
1035,1025,255,255,255
1036,525,255,255,255
1037,25,255,255,255
1038,100,255,255,255
1039,125,255,255,255
1040,50,255,255,255
1041,25,255,255,255
1042,25,255,255,255
1043,125,255,255,255
1044,1225,255,255,255
1045,25,255,255,255
1046,25,255,255,255
1047,25,255,255,255
1048,225,255,255,255
1049,25,255,255,255
1050,575,255,255,255
1051,25,255,255,255
1052,25,255,255,255
1053,250,255,255,255
1054,175,255,255,255
1055,125,255,255,255
1056,100,255,255,255
1057,25,255,255,255
1058,25,255,255,255
1059,25,255,255,255
1060,75,255,255,255
1061,100,255,255,255
1062,25,255,255,255
1063,50,255,255,255
1064,75,255,255,255
1065,225,255,255,255
1066,50,255,255,255
1067,575,255,255,255
1068,50,255,255,255
1069,150,255,255,255
1070,250,255,255,255
1071,25,255,255,255
1072,550,255,255,255
1073,25,255,255,255
1074,1250,255,255,255
1075,3050,255,255,255
1076,75,255,255,255
1077,50,255,255,255
1078,125,255,255,255
1079,250,255,255,255
1080,175,255,255,255
1081,5350,255,255,255
1082,75,255,255,255
1083,75,255,255,255
1084,100,255,255,255
1085,150,255,255,255
1086,4675,255,255,255
1087,125,255,255,255
1088,200,255,255,255
1089,75,255,255,255
